id_distribuidor,fecha_nacimiento,estado,sucursal,escolaridad,estado_civil,dependientes,tipo_vivienda,sexo,tiempo_vivienda,ingreso_neto,experiencia,tipo_negocio,tiempo_op_negocio,capacidad_pago_semanal
87557,1985-01-08,México,NEZAHUALCOYOTL 2,Sin Estudios,Unión Libre,2,Familiar,FEMENINO,0 AÑOS 0 MESES ,"$15,000.00",NO,VENTA DE ROPA,3 AÑOS 1 MESES ,
87559,1958-12-19,México,NEZAHUALCOYOTL 2,Sin Estudios,Soltera (o),0,Rentada,FEMENINO,0 AÑOS 0 MESES ,"$15,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,
87786,1984-10-11,México,NEZAHUALCOYOTL 2,Sin Estudios,Casada (o),1,Rentada,FEMENINO,0 AÑOS 0 MESES ,"$10,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,5 AÑOS 0 MESES ,
87788,1985-12-14,México,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,1,Rentada,FEMENINO,8 AÑOS 8 MESES ,"$8,500.00",NO,VENTA POR CATALOGO,2 AÑOS 0 MESES ,
87790,1999-06-20,México,NEZAHUALCOYOTL 2,Sin Estudios,Unión Libre,2,Rentada,FEMENINO,0 AÑOS 0 MESES ,"$12,000.00",NO,VENTA DE ROPA,2 AÑOS 6 MESES ,
88731,1994-06-17,México,CHALCO,Licenciatura,Soltera (o),0,Rentada,FEMENINO,5 AÑOS 1 MESES ,"$4,680.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,
88732,1970-10-14,México,CHALCO,Primaria,Casada (o),0,Familiar,FEMENINO,38 AÑOS 1 MESES ,"$16,168.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,
88734,1995-11-15,México,CHALCO,Tecnico,Unión Libre,2,Rentada,FEMENINO,3 AÑOS 1 MESES ,"$5,961.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,4 AÑOS 1 MESES ,
88737,1977-05-25,México,CHALCO,Bachillerato,Unión Libre,2,Familiar,FEMENINO,8 AÑOS 1 MESES ,"$19,680.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,
88738,1968-08-20,México,CHALCO,Tecnico,Casada (o),3,Rentada,FEMENINO,5 AÑOS 1 MESES ,"$10,560.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,
88916,1982-04-30,México,CHALCO,Secundaria,Unión Libre,2,Propia,FEMENINO,28 AÑOS 1 MESES ,"$4,560.00",NO,VENTA DE ALIMENTOS,3 AÑOS 2 MESES ,
88836,1989-08-22,México,CHIMALHUACAN 2,Bachillerato,Unión Libre,0,Familiar,MASCULINO,32 AÑOS 0 MESES ,"$8,800.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 0 MESES ,
89395,2002-06-01,México,CHIMALHUACAN 2,Secundaria,Unión Libre,1,Familiar,FEMENINO,19 AÑOS 0 MESES ,"$4,464.00",NO,VENTA POR CATALOGO,4 AÑOS 0 MESES ,
89396,1964-08-26,México,CHIMALHUACAN 2,Primaria,Casada (o),0,Propia,FEMENINO,30 AÑOS 0 MESES ,"$3,360.00",NO,CALZADO REPARACION Y VENTA,4 AÑOS 0 MESES ,
89399,1993-07-21,México,CHIMALHUACAN 2,Secundaria,Casada (o),3,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ROPA,6 AÑOS 0 MESES ,1700.0
89410,1994-08-04,México,CHIMALHUACAN 2,Secundaria,Divorciada (o),1,Familiar,FEMENINO,28 AÑOS 0 MESES ,"$24,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,5 AÑOS 0 MESES ,1800.0
89646,1991-08-21,México,CHIMALHUACAN 2,Bachillerato,Casada (o),0,Familiar,FEMENINO,7 AÑOS 0 MESES ,"$2,464.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 0 MESES ,
88534,1952-11-02,México,NEZAHUALCOYOTL 2,Bachillerato,Viuda (o),0,Rentada,FEMENINO,8 AÑOS 1 MESES ,"$16,800.00",NO,CARNICERIA/POLLERIA/RASTRO,8 AÑOS 2 MESES ,
88539,2000-08-15,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,21 AÑOS 1 MESES ,"$10,400.00",NO,CALZADO REPARACION Y VENTA,3 AÑOS 0 MESES ,
88541,1984-06-20,México,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,2,Rentada,FEMENINO,5 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ROPA,4 AÑOS 1 MESES ,
88547,1978-07-06,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),1,Familiar,FEMENINO,22 AÑOS 1 MESES ,"$19,600.00",NO,EDUCACION/ESCUELAS/CENTRO DE CAPACITACION,6 AÑOS 8 MESES ,
88550,2001-07-16,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Rentada,FEMENINO,5 AÑOS 1 MESES ,"$6,000.00",NO,JOYERIA/BISUTERIA/FUNDICION,2 AÑOS 1 MESES ,
88576,1973-11-15,México,NEZAHUALCOYOTL 2,Primaria,Soltera (o),0,Rentada,FEMENINO,5 AÑOS 1 MESES ,"$15,200.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,
88578,1988-06-14,México,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,2,Rentada,FEMENINO,3 AÑOS 0 MESES ,"$16,100.00",NO,VENTA DE ALIMENTOS,6 AÑOS 6 MESES ,
88583,1955-04-30,México,NEZAHUALCOYOTL 2,Primaria,Soltera (o),0,Propia,FEMENINO,30 AÑOS 5 MESES ,"$8,800.00",NO,VENTA DE ROPA,2 AÑOS 1 MESES ,
89907,1980-07-12,México,TEXCOCO,Bachillerato,Unión Libre,2,Propia,FEMENINO,40 AÑOS 1 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,3 AÑOS 1 MESES ,
89911,1960-12-16,México,TEXCOCO,Secundaria,Casada (o),0,Familiar,FEMENINO,45 AÑOS 1 MESES ,"$4,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 1 MESES ,
89917,1979-08-20,México,TEXCOCO,Bachillerato,Soltera (o),1,Familiar,FEMENINO,41 AÑOS 1 MESES ,"$14,800.00",NO,FLORES/ARREGLOS,10 AÑOS 12 MESES ,
89921,1988-07-26,México,TEXCOCO,Bachillerato,Casada (o),2,Familiar,FEMENINO,16 AÑOS 1 MESES ,"$5,600.00",NO,VENTA POR CATALOGO,3 AÑOS 1 MESES ,
89928,1997-09-14,México,TEXCOCO,Secundaria,Unión Libre,1,Familiar,FEMENINO,7 AÑOS 1 MESES ,"$10,400.00",NO,VENTA DE ALIMENTOS,3 AÑOS 1 MESES ,
87897,1985-12-24,México,TEXCOCO,Secundaria,Unión Libre,2,Propia,FEMENINO,20 AÑOS 1 MESES ,"$2,000.00",NO,VENTA POR CATALOGO,2 AÑOS 1 MESES ,
87912,1988-01-18,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,0,Propia,FEMENINO,6 AÑOS 0 MESES ,"$8,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
89868,1972-01-31,Tabasco,VILLAHERMOSA,Secundaria,Soltera (o),0,Propia,FEMENINO,30 AÑOS 1 MESES ,"$2,000.00",NO,VENTA DE ROPA,7 AÑOS 1 MESES ,
89871,1985-12-18,Tabasco,VILLAHERMOSA,Secundaria,Unión Libre,0,Propia,FEMENINO,20 AÑOS 1 MESES ,"$2,300.00",NO,VENTA DE ROPA,10 AÑOS 1 MESES ,
89874,1986-06-12,Tabasco,VILLAHERMOSA,Secundaria,Soltera (o),0,Propia,FEMENINO,25 AÑOS 1 MESES ,"$2,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,
89875,2000-05-27,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,0,Familiar,FEMENINO,15 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,
89877,1999-04-30,Tabasco,VILLAHERMOSA,Bachillerato,Soltera (o),0,Familiar,FEMENINO,15 AÑOS 1 MESES ,"$2,000.00",NO,VENTA DE ROPA,2 AÑOS 1 MESES ,
86492,1976-03-16,Tabasco,VILLAHERMOSA,Secundaria,Viuda (o),0,Propia,FEMENINO,10 AÑOS 0 MESES ,"$11,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 0 MESES ,
89319,2001-01-14,México,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,2,Rentada,FEMENINO,2 AÑOS 0 MESES ,"$12,200.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,
89321,2001-04-14,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,20 AÑOS 1 MESES ,"$2,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,2 AÑOS 0 MESES ,
89322,1976-06-26,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Familiar,FEMENINO,26 AÑOS 1 MESES ,"$11,600.00",NO,VENTA DE ALIMENTOS,6 AÑOS 1 MESES ,2900.0
89324,1989-11-05,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Familiar,FEMENINO,10 AÑOS 1 MESES ,"$6,800.00",NO,CALZADO REPARACION Y VENTA,8 AÑOS 1 MESES ,1600.0
89326,1990-12-11,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),1,Familiar,FEMENINO,30 AÑOS 0 MESES ,"$12,000.00",NO,CALZADO REPARACION Y VENTA,3 AÑOS 0 MESES ,
89328,1982-01-07,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),2,Familiar,FEMENINO,15 AÑOS 0 MESES ,"$4,000.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,
89333,1988-06-11,México,NEZAHUALCOYOTL 2,Secundaria,Soltera (o),1,Familiar,FEMENINO,10 AÑOS 1 MESES ,"$10,800.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,2200.0
89919,1980-01-30,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),1,Familiar,FEMENINO,20 AÑOS 1 MESES ,"$6,800.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 10 MESES ,1700.0
89511,1974-01-11,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Soltera (o),0,Rentada,FEMENINO,1 AÑOS 0 MESES ,"$28,000.00",NO,IMPRENTA/SERIGRAFIA/ROTULOS,1 AÑOS 0 MESES ,
89522,1966-06-04,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Casada (o),0,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$2,500.00",NO,VENTA POR CATALOGO,1 AÑOS 6 MESES ,
89525,1990-01-22,Veracruz de Ignacio de la Llave,ORIZABA,Licenciatura,Soltera (o),0,Familiar,MASCULINO,9 AÑOS 0 MESES ,"$30,000.00",NO,VENTA DE ALIMENTOS,7 AÑOS 0 MESES ,
89526,1977-10-31,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Unión Libre,1,Familiar,FEMENINO,8 AÑOS 0 MESES ,"$14,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,
89563,1967-06-19,Veracruz de Ignacio de la Llave,ORIZABA,Tecnico,Casada (o),0,Propia,FEMENINO,25 AÑOS 2 MESES ,"$24,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 0 MESES ,
89418,1968-06-28,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Rentada,FEMENINO,6 AÑOS 1 MESES ,"$20,400.00",NO,AMEDICINA/SALUD/FARMACIA,3 AÑOS 2 MESES ,
89419,2002-06-18,México,NEZAHUALCOYOTL 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,4 AÑOS 1 MESES ,"$14,800.00",NO,VENTA DE ROPA,3 AÑOS 1 MESES ,
89420,1964-10-28,México,NEZAHUALCOYOTL 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,6 AÑOS 2 MESES ,"$1,800.00",NO,PAPELERIA,2 AÑOS 1 MESES ,
89422,1964-06-15,México,NEZAHUALCOYOTL 2,Primaria,Casada (o),0,Familiar,FEMENINO,11 AÑOS 1 MESES ,"$19,600.00",NO,CALZADO REPARACION Y VENTA,7 AÑOS 1 MESES ,
89424,1983-12-28,México,NEZAHUALCOYOTL 2,Bachillerato,Unión Libre,3,Rentada,FEMENINO,8 AÑOS 1 MESES ,"$32,000.00",NO,AMEDICINA/SALUD/FARMACIA,10 AÑOS 1 MESES ,
89912,1982-04-18,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),1,Rentada,FEMENINO,3 AÑOS 7 MESES ,"$27,200.00",NO,VENTA DE ALIMENTOS,3 AÑOS 1 MESES ,
89914,1990-07-23,México,NEZAHUALCOYOTL 2,Bachillerato,Casada (o),0,Familiar,FEMENINO,10 AÑOS 1 MESES ,"$22,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 12 MESES ,
89025,1959-09-08,Tabasco,VILLAHERMOSA,Secundaria,Soltera (o),0,Propia,FEMENINO,10 AÑOS 0 MESES ,"$12,600.00",NO,VENTA DE ALIMENTOS,10 AÑOS 9 MESES ,
89963,1980-10-04,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,0,Familiar,FEMENINO,4 AÑOS 0 MESES ,"$8,780.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,1 AÑOS 0 MESES ,
89839,1991-10-31,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Soltera (o),1,Familiar,FEMENINO,29 AÑOS 0 MESES ,"$7,380.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
90204,1997-03-12,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,0,Propia,FEMENINO,10 AÑOS 0 MESES ,"$3,600.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,6 AÑOS 0 MESES ,
90208,1991-08-13,Tabasco,VILLAHERMOSA,Secundaria,Unión Libre,0,Propia,FEMENINO,15 AÑOS 0 MESES ,"$3,660.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,
90214,1973-01-11,Tabasco,VILLAHERMOSA,Licenciatura,Unión Libre,0,,FEMENINO,0 AÑOS 0 MESES ,"$4,100.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,7 AÑOS 0 MESES ,
90215,1976-03-21,Tabasco,VILLAHERMOSA,Bachillerato,Casada (o),0,Propia,FEMENINO,7 AÑOS 0 MESES ,"$3,100.00",NO,VENTA DE ALIMENTOS,1 AÑOS 3 MESES ,
90364,1969-10-15,Tabasco,VILLAHERMOSA,Secundaria,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$2,500.00",NO,VENTA DE ROPA,2 AÑOS 0 MESES ,
89366,1972-05-10,Tabasco,CARDENAS,Bachillerato,Unión Libre,0,Propia,FEMENINO,20 AÑOS 1 MESES ,"$47,920.00",NO,VENTA DE ROPA,2 AÑOS 0 MESES ,
89369,1974-03-04,Tabasco,CARDENAS,Primaria,Casada (o),0,Propia,FEMENINO,25 AÑOS 1 MESES ,"$38,400.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,7 AÑOS 0 MESES ,
89375,1984-01-13,Tabasco,CARDENAS,Secundaria,Casada (o),1,Propia,FEMENINO,10 AÑOS 1 MESES ,"$46,800.00",NO,VENTA DE ALIMENTOS,6 AÑOS 1 MESES ,
89377,1986-07-29,Tabasco,CARDENAS,Bachillerato,Unión Libre,3,Propia,FEMENINO,12 AÑOS 1 MESES ,"$44,250.00",NO,VENTA POR CATALOGO,5 AÑOS 1 MESES ,
89715,1995-06-28,Tabasco,CARDENAS,Bachillerato,Casada (o),0,Propia,FEMENINO,20 AÑOS 1 MESES ,"$43,896.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,5 AÑOS 1 MESES ,
90348,1982-06-26,Tabasco,CARDENAS,Bachillerato,Soltera (o),1,Propia,FEMENINO,20 AÑOS 1 MESES ,"$53,400.00",NO,VENTA DE ALIMENTOS,3 AÑOS 1 MESES ,
89929,1989-05-22,Distrito Federal,NEZAHUALCOYOTL 2,Tecnico,Unión Libre,1,Familiar,FEMENINO,30 AÑOS 0 MESES ,"$29,200.00",NO,VENTA DE ROPA,10 AÑOS 12 MESES ,
89932,1969-07-18,Distrito Federal,NEZAHUALCOYOTL 2,Bachillerato,Casada (o),0,Propia,FEMENINO,34 AÑOS 0 MESES ,"$22,400.00",NO,AMEDICINA/SALUD/FARMACIA,10 AÑOS 12 MESES ,
89933,1989-03-06,Distrito Federal,NEZAHUALCOYOTL 2,Bachillerato,Unión Libre,0,Familiar,FEMENINO,32 AÑOS 0 MESES ,"$11,600.00",NO,TORTILLERIA/MOLINO,5 AÑOS 0 MESES ,
89941,1984-02-21,Distrito Federal,NEZAHUALCOYOTL 2,Bachillerato,Casada (o),2,Familiar,FEMENINO,18 AÑOS 0 MESES ,"$16,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 0 MESES ,
90493,1945-04-25,Distrito Federal,NEZAHUALCOYOTL 2,Primaria,Viuda (o),0,Propia,MASCULINO,50 AÑOS 0 MESES ,"$30,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,
89755,1994-08-08,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Casada (o),2,Propia,FEMENINO,5 AÑOS 0 MESES ,"$6,864.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
89935,1964-09-19,Distrito Federal,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,0,Propia,FEMENINO,45 AÑOS 7 MESES ,"$13,600.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,
90082,1983-12-26,Jalisco,TONALA,Secundaria,Casada (o),4,Familiar,FEMENINO,15 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 0 MESES ,
90111,1968-09-05,Jalisco,TONALA,Bachillerato,Soltera (o),0,Familiar,FEMENINO,49 AÑOS  MESES ,"$12,668.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,
90307,1997-05-28,Jalisco,TONALA,Primaria,Soltera (o),0,Familiar,MASCULINO,23 AÑOS 0 MESES ,"$26,000.00",NO,ARTE/ARTESANIAS,8 AÑOS 0 MESES ,
90314,1975-03-13,Jalisco,TONALA,Primaria,Casada (o),0,Familiar,FEMENINO,46 AÑOS 0 MESES ,"$12,000.00",NO,ARTE/ARTESANIAS,10 AÑOS 0 MESES ,
90594,2002-08-10,Jalisco,TONALA,Primaria,Soltera (o),0,Familiar,FEMENINO,19 AÑOS 0 MESES ,"$13,820.00",NO,VENTA DE ROPA,2 AÑOS 0 MESES ,
89592,1960-10-15,México,CHALCO,Primaria,Casada (o),0,Propia,FEMENINO,17 AÑOS 1 MESES ,"$2,400.00",NO,VENTA DE ROPA,10 AÑOS 1 MESES ,
89593,1998-05-30,México,CHALCO,Bachillerato,Unión Libre,2,Rentada,FEMENINO,4 AÑOS 1 MESES ,"$1,920.00",NO,VENTA DE ALIMENTOS,4 AÑOS 1 MESES ,
89595,1977-04-16,México,CHALCO,Primaria,Unión Libre,1,Rentada,FEMENINO,2 AÑOS 1 MESES ,"$1,680.00",NO,ARTE/ARTESANIAS,2 AÑOS 1 MESES ,
89596,1978-05-16,México,CHALCO,Secundaria,Unión Libre,2,Familiar,FEMENINO,32 AÑOS 1 MESES ,"$2,880.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,9 AÑOS 1 MESES ,
89702,1966-10-05,México,CHALCO,Secundaria,Casada (o),1,Familiar,MASCULINO,3 AÑOS 1 MESES ,"$2,880.00",NO,VENTA DE ROPA,3 AÑOS 1 MESES ,
90558,1953-06-27,Veracruz de Ignacio de la Llave,COATZACOALCOS,Primaria,Soltera (o),1,Propia,FEMENINO,25 AÑOS 0 MESES ,"$10,000.00",NO,VENTA POR CATALOGO,1 AÑOS 0 MESES ,
89488,1964-09-12,México,CHALCO,Primaria,Casada (o),1,Propia,FEMENINO,35 AÑOS 1 MESES ,"$2,640.00",NO,VENTA DE ROPA,10 AÑOS 1 MESES ,
89489,1983-01-23,México,CHALCO,Secundaria,Casada (o),3,Familiar,FEMENINO,27 AÑOS 1 MESES ,"$2,160.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,6 AÑOS 1 MESES ,
89504,1967-08-04,México,CHALCO,Primaria,Casada (o),0,Propia,FEMENINO,31 AÑOS 1 MESES ,"$2,880.00",NO,VENTA DE ROPA,8 AÑOS 1 MESES ,
90059,1965-05-02,México,CHALCO,Primaria,Viuda (o),0,Propia,FEMENINO,30 AÑOS 1 MESES ,"$2,160.00",NO,ARTE/ARTESANIAS,10 AÑOS 1 MESES ,
90060,1985-09-17,México,CHALCO,Secundaria,Unión Libre,3,Familiar,FEMENINO,30 AÑOS 1 MESES ,"$1,680.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 12 MESES ,
90527,1951-08-05,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Soltera (o),0,Propia,FEMENINO,20 AÑOS 0 MESES ,"$9,000.00",NO,VENTA POR CATALOGO,2 AÑOS 0 MESES ,
90677,1974-10-15,México,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,4 AÑOS 0 MESES ,"$6,080.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,
90682,1965-04-30,Distrito Federal,NEZAHUALCOYOTL 2,Tecnico,Casada (o),0,Propia,FEMENINO,15 AÑOS 0 MESES ,"$6,400.00",NO,VENTA DE ROPA,10 AÑOS 12 MESES ,
90746,1988-05-09,México,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,3,Familiar,FEMENINO,6 AÑOS 0 MESES ,"$6,200.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,8 AÑOS 0 MESES ,
90880,1967-02-17,México,NEZAHUALCOYOTL 2,Bachillerato,Casada (o),0,Familiar,FEMENINO,30 AÑOS 1 MESES ,"$24,800.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,
90933,1983-02-23,México,NEZAHUALCOYOTL 2,Primaria,Viuda (o),3,Propia,FEMENINO,23 AÑOS 0 MESES ,"$36,400.00",NO,DESPERDICIOS/RESIDUOS/RECICLAJE,10 AÑOS 12 MESES ,
90941,1981-09-08,México,NEZAHUALCOYOTL 2,Secundaria,Unión Libre,1,Rentada,FEMENINO,5 AÑOS 0 MESES ,"$20,400.00",NO,VENTA DE ROPA,10 AÑOS 0 MESES ,
91028,1974-09-29,México,NEZAHUALCOYOTL 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,47 AÑOS 0 MESES ,"$6,800.00",NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 12 MESES ,
91034,1976-12-01,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Propia,FEMENINO,40 AÑOS 0 MESES ,"$11,200.00",NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 12 MESES ,
91036,1975-06-21,México,NEZAHUALCOYOTL 2,Secundaria,Viuda (o),2,Rentada,FEMENINO,4 AÑOS 0 MESES ,"$19,600.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 0 MESES ,
91038,1975-11-06,México,NEZAHUALCOYOTL 2,Bachillerato,Unión Libre,1,,FEMENINO,0 AÑOS 0 MESES ,"$19,600.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,5 AÑOS 0 MESES ,
91098,1982-02-16,México,NEZAHUALCOYOTL 2,Primaria,Unión Libre,2,Familiar,FEMENINO,15 AÑOS 0 MESES ,"$4,500.00",NO,VENTA DE ROPA,6 AÑOS 0 MESES ,
91118,1973-01-26,México,NEZAHUALCOYOTL 2,Primaria,Unión Libre,0,Rentada,FEMENINO,10 AÑOS 0 MESES ,"$7,600.00",NO,CALZADO REPARACION Y VENTA,10 AÑOS 12 MESES ,
91322,1988-03-30,México,NEZAHUALCOYOTL 2,Licenciatura,Soltera (o),2,Familiar,FEMENINO,30 AÑOS 1 MESES ,"$16,800.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,6 AÑOS 0 MESES ,
91342,1978-08-07,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),2,Familiar,FEMENINO,42 AÑOS 0 MESES ,"$6,000.00",NO,ANIMALES/VETERINARIA,2 AÑOS 0 MESES ,
86717,2001-08-06,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Casada (o),1,Rentada,FEMENINO,5 AÑOS 0 MESES ,"$10,400.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,2 AÑOS 0 MESES ,
86722,1998-06-10,Veracruz de Ignacio de la Llave,ORIZABA,Primaria,Soltera (o),0,Propia,FEMENINO,23 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 0 MESES ,
89364,1973-08-12,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Divorciada (o),0,Propia,FEMENINO,32 AÑOS 0 MESES ,"$15,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,5 AÑOS 0 MESES ,
89373,1984-02-14,Veracruz de Ignacio de la Llave,ORIZABA,Primaria,Soltera (o),1,Familiar,FEMENINO,31 AÑOS 0 MESES ,"$4,400.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,5 AÑOS 0 MESES ,
89561,1965-02-10,Veracruz de Ignacio de la Llave,ORIZABA,Primaria,Soltera (o),0,Propia,FEMENINO,30 AÑOS 0 MESES ,"$5,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 0 MESES ,
88501,1967-01-08,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Soltera (o),0,Propia,FEMENINO,4 AÑOS 0 MESES ,"$16,000.00",NO,VENTA DE ALIMENTOS,4 AÑOS 0 MESES ,
89278,1993-06-23,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Soltera (o),2,Propia,FEMENINO,20 AÑOS 0 MESES ,"$10,800.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,5 AÑOS 0 MESES ,
89317,1993-11-21,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Soltera (o),2,,FEMENINO,0 AÑOS 0 MESES ,"$13,000.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,
90015,1981-11-13,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Unión Libre,2,Familiar,FEMENINO,15 AÑOS 0 MESES ,"$15,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 0 MESES ,
90065,1965-11-21,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Casada (o),0,Propia,FEMENINO,15 AÑOS 0 MESES ,"$11,800.00",NO,JARCIERIA,3 AÑOS 0 MESES ,
90055,1979-10-29,Tabasco,CARDENAS,Secundaria,Casada (o),0,,FEMENINO,30 AÑOS 1 MESES ,"$45,720.00",NO,VENTA DE ALIMENTOS,7 AÑOS 1 MESES ,
90056,1986-03-12,Tabasco,CARDENAS,Secundaria,Unión Libre,0,Propia,FEMENINO,30 AÑOS 1 MESES ,"$46,080.00",NO,VENTA DE ROPA,6 AÑOS 1 MESES ,
